regiao,estado,municipio,coduf,codmun,codRegiaoSaude,nomeRegiaoSaude,data,semanaEpi,populacaoTCU2019,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,Recuperadosnovos,emAcompanhamentoNovos,interior/metropolitana
Norte,RO,,11,,,,2020-02-25,9,1777225.0,0,0,0,0,,,
Norte,RO,,11,,,,2020-02-26,9,1777225.0,0,0,0,0,,,
Norte,RO,,11,,,,2020-02-27,9,1777225.0,0,0,0,0,,,
Norte,RO,,11,,,,2020-02-28,9,1777225.0,0,0,0,0,,,
Norte,RO,,11,,,,2020-02-29,9,1777225.0,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-01,10,1777225.0,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-02,10,1777225.0,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-03,10,1777225.0,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-04,10,1777225.0,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-05,10,1777225.0,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-06,10,1777225.0,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-07,10,1777225.0,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-08,11,1777225.0,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-09,11,1777225.0,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-10,11,1777225.0,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-11,11,1777225.0,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-12,11,1777225.0,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-13,11,1777225.0,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-14,11,1777225.0,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-15,12,1777225.0,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-16,12,1777225.0,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-17,12,1777225.0,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-18,12,1777225.0,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-19,12,1777225.0,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-20,12,1777225.0,1,1,0,0,,,
Norte,RO,,11,,,,2020-03-21,12,1777225.0,1,0,0,0,,,
Norte,RO,,11,,,,2020-03-22,13,1777225.0,3,2,0,0,,,
Norte,RO,,11,,,,2020-03-23,13,1777225.0,3,0,0,0,,,
Norte,RO,,11,,,,2020-03-24,13,1777225.0,3,0,0,0,,,
Norte,RO,,11,,,,2020-03-25,13,1777225.0,5,2,0,0,,,
Norte,RO,,11,,,,2020-03-26,13,1777225.0,5,0,0,0,,,
Norte,RO,,11,,,,2020-03-27,13,1777225.0,6,1,0,0,,,
Norte,RO,,11,,,,2020-03-28,13,1777225.0,6,0,0,0,,,
Norte,RO,,11,,,,2020-03-29,14,1777225.0,6,0,0,0,,,
Norte,RO,,11,,,,2020-03-30,14,1777225.0,6,0,0,0,,,
Norte,RO,,11,,,,2020-03-31,14,1777225.0,8,2,1,1,,,
Norte,RO,,11,,,,2020-04-01,14,1777225.0,9,1,1,0,,,
Norte,RO,,11,,,,2020-04-02,14,1777225.0,10,1,1,0,,,
Norte,RO,,11,,,,2020-04-03,14,1777225.0,10,0,1,0,,,
Norte,RO,,11,,,,2020-04-04,14,1777225.0,11,1,1,0,,,
Norte,RO,,11,,,,2020-04-05,15,1777225.0,12,1,1,0,,,
Norte,RO,,11,,,,2020-04-06,15,1777225.0,14,2,1,0,,,
Norte,RO,,11,,,,2020-04-07,15,1777225.0,18,4,1,0,,,
Norte,RO,,11,,,,2020-04-08,15,1777225.0,18,0,1,0,,,
Norte,RO,,11,,,,2020-04-09,15,1777225.0,28,10,2,1,,,
Norte,RO,,11,,,,2020-04-10,15,1777225.0,32,4,2,0,,,
Norte,RO,,11,,,,2020-04-11,15,1777225.0,33,1,2,0,,,
Norte,RO,,11,,,,2020-04-12,16,1777225.0,35,2,2,0,,,
Norte,RO,,11,,,,2020-04-13,16,1777225.0,42,7,2,0,,,
Norte,RO,,11,,,,2020-04-14,16,1777225.0,64,22,2,0,,,
Norte,RO,,11,,,,2020-04-15,16,1777225.0,69,5,2,0,,,
Norte,RO,,11,,,,2020-04-16,16,1777225.0,76,7,3,1,,,
Norte,RO,,11,,,,2020-04-17,16,1777225.0,92,16,3,0,,,
Norte,RO,,11,,,,2020-04-18,16,1777225.0,110,18,3,0,,,
Norte,RO,,11,,,,2020-04-19,17,1777225.0,128,18,4,1,,,
Norte,RO,,11,,,,2020-04-20,17,1777225.0,160,32,4,0,,,
Norte,RO,,11,,,,2020-04-21,17,1777225.0,199,39,4,0,,,
Norte,RO,,11,,,,2020-04-22,17,1777225.0,223,24,5,1,,,
Norte,RO,,11,,,,2020-04-23,17,1777225.0,250,27,5,0,,,
Norte,RO,,11,,,,2020-04-24,17,1777225.0,290,40,5,0,,,
Norte,RO,,11,,,,2020-04-25,17,1777225.0,328,38,7,2,,,
Norte,RO,,11,,,,2020-04-26,18,1777225.0,364,36,10,3,,,
Norte,RO,,11,,,,2020-04-27,18,1777225.0,393,29,10,0,,,
Norte,RO,,11,,,,2020-04-28,18,1777225.0,413,20,11,1,,,
Norte,RO,,11,,,,2020-04-29,18,1777225.0,433,20,15,4,,,
Norte,RO,,11,,,,2020-04-30,18,1777225.0,502,69,16,1,,,
Norte,RO,,11,,,,2020-05-01,18,1777225.0,585,83,18,2,,,
Norte,RO,,11,,,,2020-05-02,18,1777225.0,653,68,23,5,,,
Norte,RO,,11,,,,2020-05-03,19,1777225.0,705,52,24,1,,,
Norte,RO,,11,,,,2020-05-04,19,1777225.0,756,51,25,1,,,
Norte,RO,,11,,,,2020-05-05,19,1777225.0,861,105,29,4,,,
Norte,RO,,11,,,,2020-05-06,19,1777225.0,943,82,33,4,,,
Norte,RO,,11,,,,2020-05-07,19,1777225.0,1098,155,37,4,,,
Norte,RO,,11,,,,2020-05-08,19,1777225.0,1222,124,39,2,,,
Norte,RO,,11,,,,2020-05-09,19,1777225.0,1263,41,41,2,,,
Norte,RO,,11,,,,2020-05-10,20,1777225.0,1302,39,43,2,,,
Norte,RO,,11,,,,2020-05-11,20,1777225.0,1396,94,47,4,,,
Norte,RO,,11,,,,2020-05-12,20,1777225.0,1460,64,50,3,,,
Norte,RO,,11,,,,2020-05-13,20,1777225.0,1612,152,50,0,,,
Norte,RO,,11,,,,2020-05-14,20,1777225.0,1686,74,56,6,,,
Norte,RO,,11,,,,2020-05-15,20,1777225.0,1789,103,62,6,,,
Norte,RO,,11,,,,2020-05-16,20,1777225.0,1919,130,69,7,,,
